timestamp,container_id,cpu_percent,mem_usage,mem_limit,net_in,net_out,block_in,block_out,pids,docker_file,cycles,instructions,perf_file,ram_used,ram_total,swap_used,swap_total,avg_cpu,cpu_temp,tegra_file,scenario
2025-03-10 18:05:21,bf42f3062bf9,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_180450.log,376277976.0,204030924.0,perf_stat_20250310_180451.log,1956,3964,53,1982,34.5,29.0,tegrastats_20250310_180450.log,docker_stats_20250310_180450.log
2025-03-10 18:05:22,bf42f3062bf9,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_180450.log,376277976.0,204030924.0,perf_stat_20250310_180451.log,1944,3964,53,1982,7.75,28.5,tegrastats_20250310_180450.log,docker_stats_20250310_180450.log
2025-03-10 18:05:24,bf42f3062bf9,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_180450.log,,,,1955,3964,53,1982,8.75,28.5,tegrastats_20250310_180450.log,docker_stats_20250310_180450.log
2025-03-10 18:05:26,bf42f3062bf9,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_180450.log,,,,1945,3964,53,1982,10.0,29.0,tegrastats_20250310_180450.log,docker_stats_20250310_180450.log
2025-03-10 18:05:27,bf42f3062bf9,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_180450.log,,,,1954,3964,53,1982,10.5,28.5,tegrastats_20250310_180450.log,docker_stats_20250310_180450.log
2025-03-10 18:05:29,bf42f3062bf9,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_180450.log,,,,1953,3964,53,1982,8.75,28.5,tegrastats_20250310_180450.log,docker_stats_20250310_180450.log
2025-03-10 18:05:30,bf42f3062bf9,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_180450.log,,,,1945,3964,53,1982,10.25,29.0,tegrastats_20250310_180450.log,docker_stats_20250310_180450.log
2025-03-10 18:05:32,bf42f3062bf9,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_180450.log,,,,1955,3964,53,1982,9.0,28.5,tegrastats_20250310_180450.log,docker_stats_20250310_180450.log
2025-03-10 18:05:34,bf42f3062bf9,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_180450.log,,,,1944,3964,53,1982,10.25,28.5,tegrastats_20250310_180450.log,docker_stats_20250310_180450.log
2025-03-10 18:05:35,bf42f3062bf9,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_180450.log,,,,1955,3964,53,1982,11.0,29.0,tegrastats_20250310_180450.log,docker_stats_20250310_180450.log
2025-03-10 18:05:37,bf42f3062bf9,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_180450.log,,,,1945,3964,53,1982,7.0,28.5,tegrastats_20250310_180450.log,docker_stats_20250310_180450.log
2025-03-10 18:05:38,bf42f3062bf9,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_180450.log,,,,1944,3964,53,1982,10.25,28.5,tegrastats_20250310_180450.log,docker_stats_20250310_180450.log
2025-03-10 18:05:40,bf42f3062bf9,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_180450.log,,,,1944,3964,53,1982,8.0,28.5,tegrastats_20250310_180450.log,docker_stats_20250310_180450.log
2025-03-10 18:05:42,bf42f3062bf9,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_180450.log,,,,1957,3964,53,1982,15.5,29.0,tegrastats_20250310_180450.log,docker_stats_20250310_180450.log
2025-03-10 18:05:43,bf42f3062bf9,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_180450.log,,,,1944,3964,53,1982,7.75,28.5,tegrastats_20250310_180450.log,docker_stats_20250310_180450.log
2025-03-10 18:05:45,bf42f3062bf9,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_180450.log,,,,1945,3964,53,1982,8.5,29.0,tegrastats_20250310_180450.log,docker_stats_20250310_180450.log
2025-03-10 18:05:46,bf42f3062bf9,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_180450.log,,,,1946,3964,53,1982,10.25,28.5,tegrastats_20250310_180450.log,docker_stats_20250310_180450.log
2025-03-10 18:05:48,bf42f3062bf9,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_180450.log,,,,1944,3964,53,1982,9.75,28.5,tegrastats_20250310_180450.log,docker_stats_20250310_180450.log
2025-03-10 18:05:50,bf42f3062bf9,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_180450.log,,,,1955,3964,53,1982,9.5,28.5,tegrastats_20250310_180450.log,docker_stats_20250310_180450.log
2025-03-10 18:05:51,bf42f3062bf9,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_180450.log,,,,1944,3964,53,1982,9.5,28.5,tegrastats_20250310_180450.log,docker_stats_20250310_180450.log
2025-03-10 18:16:36,62cd9cce609e,40.46,19.43MiB,512MiB,1.53kB,0B,39.4MB,0B,10,docker_stats_20250310_181636.log,386892628.0,224688335.0,perf_stat_20250310_181637.log,1997,3964,53,1982,36.75,28.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:16:39,62cd9cce609e,40.25,28.15MiB,512MiB,2.16kB,0B,51.8MB,0B,10,docker_stats_20250310_181636.log,394957094.0,239454490.0,perf_stat_20250310_181637.log,2010,3964,53,1982,18.25,28.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:16:42,62cd9cce609e,40.48,33.24MiB,512MiB,2.36kB,0B,63.6MB,0B,10,docker_stats_20250310_181636.log,460013181.0,267295051.0,perf_stat_20250310_181637.log,2017,3964,53,1982,21.75,29.0,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:16:44,62cd9cce609e,29.36,36.48MiB,512MiB,2.36kB,0B,70.6MB,0B,10,docker_stats_20250310_181636.log,349666678.0,202196437.0,perf_stat_20250310_181637.log,2001,3964,53,1982,19.25,28.0,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:16:47,62cd9cce609e,38.55,44.71MiB,512MiB,4.08MB,21kB,70.7MB,0B,16,docker_stats_20250310_181636.log,220873231.0,142424175.0,perf_stat_20250310_181637.log,2008,3964,53,1982,12.5,28.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:16:49,62cd9cce609e,40.41,58MiB,512MiB,4.34MB,21.8kB,75.5MB,0B,28,docker_stats_20250310_181636.log,471995152.0,282274502.0,perf_stat_20250310_181637.log,2014,3964,53,1982,16.0,28.0,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:16:52,62cd9cce609e,40.68,61.84MiB,512MiB,5.14MB,40kB,78.5MB,0B,22,docker_stats_20250310_181636.log,501293684.0,232097790.0,perf_stat_20250310_181637.log,2024,3964,53,1982,18.25,28.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:16:55,62cd9cce609e,40.33,61.95MiB,512MiB,7.76MB,59.2kB,78.5MB,0B,22,docker_stats_20250310_181636.log,407790708.0,227054407.0,perf_stat_20250310_181637.log,2032,3964,53,1982,23.25,29.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:16:57,62cd9cce609e,40.03,64.19MiB,512MiB,8.81MB,62.5kB,78.5MB,0B,22,docker_stats_20250310_181636.log,359260697.0,190583002.0,perf_stat_20250310_181637.log,2027,3964,53,1982,20.25,28.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:00,62cd9cce609e,40.64,64.35MiB,512MiB,8.81MB,62.5kB,78.5MB,0B,22,docker_stats_20250310_181636.log,517088046.0,276624540.0,perf_stat_20250310_181637.log,2029,3964,53,1982,25.75,29.0,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:02,62cd9cce609e,40.16,69.2MiB,512MiB,8.81MB,62.5kB,78.5MB,0B,22,docker_stats_20250310_181636.log,509796702.0,358214158.0,perf_stat_20250310_181637.log,2034,3964,53,1982,30.25,28.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:05,62cd9cce609e,39.79,69.75MiB,512MiB,8.81MB,62.5kB,78.5MB,0B,22,docker_stats_20250310_181636.log,415485056.0,294089201.0,perf_stat_20250310_181637.log,2034,3964,53,1982,24.0,29.0,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:08,62cd9cce609e,41.71,69.81MiB,512MiB,8.81MB,76.9kB,78.5MB,0B,22,docker_stats_20250310_181636.log,550810665.0,300189009.0,perf_stat_20250310_181637.log,2047,3964,53,1982,38.25,29.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:10,62cd9cce609e,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181636.log,297604179.0,153119477.0,perf_stat_20250310_181637.log,1962,3964,53,1982,22.75,28.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:12,62cd9cce609e,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181636.log,,,,1968,3964,53,1982,7.75,28.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:13,62cd9cce609e,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181636.log,,,,1964,3964,53,1982,15.75,28.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:15,62cd9cce609e,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181636.log,,,,1963,3964,53,1982,8.25,28.0,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:17,62cd9cce609e,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181636.log,,,,1972,3964,53,1982,8.0,28.0,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:18,62cd9cce609e,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181636.log,,,,1964,3964,53,1982,11.25,28.0,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:20,62cd9cce609e,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181636.log,,,,1974,3964,53,1982,10.75,28.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:21,62cd9cce609e,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181636.log,,,,1963,3964,53,1982,9.5,28.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:23,62cd9cce609e,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181636.log,,,,1975,3964,53,1982,16.25,28.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:25,62cd9cce609e,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181636.log,,,,1964,3964,53,1982,11.0,28.0,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:26,62cd9cce609e,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181636.log,,,,1963,3964,53,1982,8.0,28.0,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:28,62cd9cce609e,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181636.log,,,,1975,3964,53,1982,11.75,28.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:29,62cd9cce609e,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181636.log,,,,1964,3964,53,1982,6.75,28.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:31,62cd9cce609e,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181636.log,,,,1976,3964,53,1982,9.0,28.0,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:33,62cd9cce609e,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181636.log,,,,1965,3964,53,1982,16.75,28.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:34,62cd9cce609e,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181636.log,,,,1974,3964,53,1982,10.5,28.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:36,62cd9cce609e,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181636.log,,,,1964,3964,53,1982,9.25,28.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:37,62cd9cce609e,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181636.log,,,,1974,3964,53,1982,10.0,28.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:17:39,62cd9cce609e,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181636.log,,,,1973,3964,53,1982,9.0,28.5,tegrastats_20250310_181636.log,docker_stats_20250310_181636.log
2025-03-10 18:12:57,b44356d46825,40.32,22.95MiB,512MiB,1.95kB,0B,39.4MB,0B,10,docker_stats_20250310_181257.log,531613479.0,293001557.0,perf_stat_20250310_181256.log,1999,3964,53,1982,31.75,28.0,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:00,b44356d46825,40.31,31.52MiB,512MiB,2.16kB,0B,51.8MB,0B,10,docker_stats_20250310_181257.log,426097832.0,268893544.0,perf_stat_20250310_181256.log,2005,3964,53,1982,19.0,28.5,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:02,b44356d46825,40.6,35.87MiB,512MiB,2.36kB,0B,63.7MB,0B,10,docker_stats_20250310_181257.log,482597616.0,282156554.0,perf_stat_20250310_181256.log,1996,3964,53,1982,23.75,28.5,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:05,b44356d46825,15.45,39MiB,512MiB,2.36kB,0B,70.6MB,0B,10,docker_stats_20250310_181257.log,426415983.0,244241489.0,perf_stat_20250310_181256.log,2013,3964,53,1982,25.25,28.5,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:08,b44356d46825,39.98,43.2MiB,512MiB,4.07MB,18.9kB,70.7MB,0B,16,docker_stats_20250310_181257.log,295171849.0,193051572.0,perf_stat_20250310_181256.log,2016,3964,53,1982,19.0,28.5,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:10,b44356d46825,40.16,52.98MiB,512MiB,5.04MB,23.7kB,74.6MB,0B,19,docker_stats_20250310_181257.log,478764446.0,285395932.0,perf_stat_20250310_181256.log,2025,3964,53,1982,15.0,28.5,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:13,b44356d46825,40.08,59.98MiB,512MiB,5.67MB,47.5kB,78.5MB,0B,24,docker_stats_20250310_181257.log,344567891.0,218740487.0,perf_stat_20250310_181256.log,2028,3964,53,1982,19.25,28.5,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:15,b44356d46825,40.52,60.44MiB,512MiB,7.77MB,58.5kB,78.5MB,0B,24,docker_stats_20250310_181257.log,393220449.0,190114332.0,perf_stat_20250310_181256.log,2032,3964,53,1982,26.75,29.0,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:18,b44356d46825,41.17,62.18MiB,512MiB,7.77MB,58.5kB,78.5MB,0B,24,docker_stats_20250310_181257.log,409495585.0,211253915.0,perf_stat_20250310_181256.log,2031,3964,53,1982,22.25,28.5,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:20,b44356d46825,40.95,62.74MiB,512MiB,7.77MB,58.5kB,78.5MB,0B,24,docker_stats_20250310_181257.log,358872983.0,189948132.0,perf_stat_20250310_181256.log,2021,3964,53,1982,21.25,28.5,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:23,b44356d46825,42.55,66.15MiB,512MiB,7.77MB,58.5kB,78.5MB,0B,24,docker_stats_20250310_181257.log,439457516.0,238295594.0,perf_stat_20250310_181256.log,2034,3964,53,1982,27.0,28.5,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:26,b44356d46825,40.55,67.36MiB,512MiB,7.77MB,58.5kB,78.5MB,0B,24,docker_stats_20250310_181257.log,536081583.0,294290466.0,perf_stat_20250310_181256.log,2039,3964,53,1982,37.75,28.5,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:28,b44356d46825,39.85,71.46MiB,512MiB,7.77MB,58.5kB,78.5MB,0B,24,docker_stats_20250310_181257.log,429695112.0,298936932.0,perf_stat_20250310_181256.log,2043,3964,53,1982,25.0,29.0,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:31,b44356d46825,40.4,68.83MiB,512MiB,7.77MB,66.9kB,78.5MB,0B,24,docker_stats_20250310_181257.log,538008560.0,293972573.0,perf_stat_20250310_181256.log,2046,3964,53,1982,34.5,30.0,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:33,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,2931851.0,1010728.0,perf_stat_20250310_181256.log,1972,3964,53,1982,15.25,28.5,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:35,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,2931851.0,1010728.0,perf_stat_20250310_181256.log,1960,3964,53,1982,9.5,28.5,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:37,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1960,3964,53,1982,13.75,28.0,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:38,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1961,3964,53,1982,13.5,28.5,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:40,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1960,3964,53,1982,8.0,28.0,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:41,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1960,3964,53,1982,10.25,28.0,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:43,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1962,3964,53,1982,11.25,28.5,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:45,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1972,3964,53,1982,9.0,28.0,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:46,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1960,3964,53,1982,8.0,28.5,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:48,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1972,3964,53,1982,10.5,28.5,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:49,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1961,3964,53,1982,8.75,28.0,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:51,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1967,3964,53,1982,8.75,28.0,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:53,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1978,3964,53,1982,9.25,28.0,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:54,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1962,3964,53,1982,8.0,28.0,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:56,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1970,3964,53,1982,9.5,28.5,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:57,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1954,3964,53,1982,13.25,28.0,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:13:59,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1964,3964,53,1982,9.0,28.0,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:14:01,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1954,3964,53,1982,14.0,28.0,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:14:02,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1966,3964,53,1982,7.25,28.0,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:14:04,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1958,3964,53,1982,9.0,28.0,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:14:05,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1954,3964,53,1982,8.0,28.0,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:14:07,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1963,3964,53,1982,14.75,28.5,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
2025-03-10 18:14:09,b44356d46825,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_181257.log,,,,1955,3964,53,1982,10.0,28.0,tegrastats_20250310_181257.log,docker_stats_20250310_181257.log
